Time,Day_Id,CW_state,Max_capacity,Duration
"2020-10-20 12:02:49",3,3,1,555
"2020-10-20 12:12:04",3,1,0,5
"2020-10-20 12:12:09",3,2,0,12
"2020-10-20 12:12:21",3,1,0,26
"2020-10-20 12:12:47",3,2,0,5
"2020-10-20 12:12:52",3,1,0,4
"2020-10-20 12:12:56",3,3,0,244
"2020-10-20 12:17:00",3,2,0,20
"2020-10-20 12:17:20",3,1,0,2
"2020-10-20 12:17:22",3,2,0,5
"2020-10-20 12:17:27",3,1,0,23
"2020-10-20 12:17:50",3,3,0,2049
"2020-10-20 12:51:59",3,4,0,38
"2020-10-20 12:52:37",3,1,0,34
"2020-10-20 12:53:11",3,2,1,4
"2020-10-20 12:53:15",3,3,1,3179
"2020-10-20 13:46:14",3,2,0,77
"2020-10-20 13:47:31",3,3,0,1762
"2020-10-20 14:16:53",3,2,0,7
"2020-10-20 14:17:00",3,1,0,3
"2020-10-20 14:17:03",3,3,0,573
"2020-10-20 14:26:36",3,2,1,36
"2020-10-20 14:27:12",3,3,1,845
"2020-10-20 14:41:17",3,2,0,3
"2020-10-20 14:41:20",3,1,0,3
"2020-10-20 14:41:23",3,3,0,638
"2020-10-20 14:52:01",3,2,0,1793
"2020-10-20 15:21:55",3,3,0,814
"2020-10-20 15:35:29",3,2,0,337
"2020-10-20 15:41:06",3,3,0,678
"2020-10-20 15:52:24",3,2,0,486
"2020-10-21 08:00:16",4,3,0,124
"2020-10-21 08:02:20",4,2,0,4
"2020-10-21 08:02:24",4,1,0,4
"2020-10-21 08:02:28",4,3,0,305
"2020-10-21 08:07:33",4,4,0,38
"2020-10-21 08:08:11",4,1,0,39
"2020-10-21 08:08:50",4,2,1,5
"2020-10-21 08:08:55",4,3,1,306
"2020-10-21 08:14:01",4,2,0,5
"2020-10-21 08:14:06",4,1,0,4
"2020-10-21 08:14:10",4,3,0,454
"2020-10-21 08:21:44",4,4,0,35
"2020-10-21 08:22:19",4,1,0,29
"2020-10-21 08:22:48",4,2,1,5
"2020-10-21 08:22:53",4,3,1,490
"2020-10-21 08:31:03",4,4,0,35
"2020-10-21 08:31:38",4,1,0,29
"2020-10-21 08:32:07",4,2,1,5
"2020-10-21 08:32:12",4,3,1,916
"2020-10-21 08:47:28",4,2,0,4716
"2020-10-21 10:06:04",4,3,0,3340
"2020-10-21 11:01:44",4,2,0,1905
"2020-10-21 11:33:29",4,1,0,4
"2020-10-21 11:33:33",4,2,0,4
"2020-10-21 11:33:37",4,1,0,3
"2020-10-21 11:33:40",4,3,0,8617
"2020-10-21 13:57:17",4,2,0,3
"2020-10-21 13:57:20",4,1,0,2
"2020-10-21 13:57:22",4,3,0,830
"2020-10-21 14:11:12",4,4,0,35
"2020-10-21 14:11:47",4,1,0,24
"2020-10-21 14:12:11",4,2,1,5
"2020-10-21 14:12:16",4,3,1,380
"2020-10-21 14:18:36",4,2,0,7
"2020-10-21 14:18:43",4,1,0,5
"2020-10-21 14:18:48",4,2,0,3
"2020-10-21 14:18:51",4,1,0,4
"2020-10-21 14:18:55",4,3,0,6122
"2020-10-22 08:00:49",5,3,0,1020
"2020-10-22 08:17:49",5,4,0,34
"2020-10-22 08:18:23",5,1,0,35
"2020-10-22 08:18:58",5,2,1,5
"2020-10-22 08:19:03",5,3,1,587
"2020-10-22 08:28:50",5,4,0,35
"2020-10-22 08:29:25",5,1,0,55
"2020-10-22 08:30:20",5,2,1,5
"2020-10-22 08:30:25",5,3,1,183
"2020-10-22 08:33:28",5,2,0,60
"2020-10-22 08:34:28",5,1,0,4
"2020-10-22 08:34:32",5,3,0,351
"2020-10-22 08:40:23",5,4,0,35
"2020-10-22 08:40:58",5,1,0,34
"2020-10-22 08:41:32",5,2,1,5
"2020-10-22 08:41:37",5,3,1,394
"2020-10-22 08:48:11",5,4,0,38
"2020-10-22 08:48:49",5,1,0,37
"2020-10-22 08:49:26",5,2,1,5
"2020-10-22 08:49:31",5,3,1,347
"2020-10-22 08:55:18",5,4,0,36
"2020-10-22 08:55:54",5,1,0,97
"2020-10-22 08:57:31",5,2,1,5
"2020-10-22 08:57:36",5,3,1,376
"2020-10-22 09:03:52",5,4,0,35
"2020-10-22 09:04:27",5,1,0,27
"2020-10-22 09:04:54",5,2,1,5
"2020-10-22 09:04:59",5,3,1,664
"2020-10-22 09:16:03",5,4,0,38
"2020-10-22 09:16:41",5,1,0,35
"2020-10-22 09:17:16",5,2,1,5
"2020-10-22 09:17:21",5,3,1,532
"2020-10-22 09:26:13",5,4,0,38
"2020-10-22 09:26:51",5,1,0,24
"2020-10-22 09:27:15",5,2,1,5
"2020-10-22 09:27:20",5,3,1,354
"2020-10-22 09:33:14",5,2,0,44
"2020-10-22 09:33:58",5,1,0,4
"2020-10-22 09:34:02",5,3,0,201
"2020-10-22 09:37:23",5,2,0,248
"2020-10-22 09:41:31",5,4,0,41
"2020-10-22 09:42:12",5,1,0,14
"2020-10-22 09:42:26",5,2,1,5
"2020-10-22 09:42:31",5,3,1,346
"2020-10-22 09:48:17",5,4,0,37
"2020-10-22 09:48:54",5,1,0,138
"2020-10-22 09:51:12",5,2,1,5
"2020-10-22 09:51:17",5,3,1,207
"2020-10-22 09:54:44",5,2,0,258
"2020-10-22 09:59:02",5,4,0,38
"2020-10-22 09:59:40",5,1,0,15
"2020-10-22 09:59:55",5,2,1,5
"2020-10-22 10:00:00",5,3,1,940
"2020-10-22 10:15:40",5,4,0,33
"2020-10-22 10:16:13",5,1,0,44
"2020-10-22 10:16:57",5,2,1,5
"2020-10-22 10:17:02",5,3,1,192
"2020-10-22 10:20:14",5,2,0,6
"2020-10-22 10:20:20",5,1,0,4
"2020-10-22 10:20:24",5,3,0,590
"2020-10-22 10:30:14",5,4,0,33
"2020-10-22 10:30:47",5,1,0,37
"2020-10-22 10:31:24",5,2,1,5
"2020-10-22 10:31:29",5,3,1,201
"2020-10-22 10:34:50",5,2,0,6
"2020-10-22 10:34:56",5,1,0,4
"2020-10-22 10:35:00",5,3,0,503
"2020-10-22 10:43:23",5,4,0,39
"2020-10-22 10:44:02",5,1,0,24
"2020-10-22 10:44:26",5,2,0,7
"2020-10-22 10:44:33",5,1,0,2
"2020-10-22 10:44:35",5,2,0,86
"2020-10-22 10:46:01",5,1,0,3
"2020-10-22 10:46:04",5,3,0,227
"2020-10-22 10:49:51",5,2,0,5
"2020-10-22 10:49:56",5,1,0,4
"2020-10-22 10:50:00",5,2,0,14
"2020-10-22 10:50:14",5,1,0,4
"2020-10-22 10:50:18",5,2,0,6
"2020-10-22 10:50:24",5,1,0,2
"2020-10-22 10:50:26",5,2,0,4
"2020-10-22 10:50:30",5,1,0,4
"2020-10-22 10:50:34",5,3,0,337
"2020-10-22 10:56:11",5,2,0,46
"2020-10-22 10:56:57",5,1,0,4
"2020-10-22 10:57:01",5,3,0,7587
"2020-10-22 13:03:28",5,2,0,145
"2020-10-22 13:05:53",5,1,0,4
"2020-10-22 13:05:57",5,3,0,189
"2020-10-22 13:09:06",5,2,0,10
"2020-10-22 13:09:16",5,1,0,4
"2020-10-22 13:09:20",5,3,0,212
"2020-10-22 13:12:52",5,2,0,5
"2020-10-22 13:12:57",5,1,0,4
"2020-10-22 13:13:01",5,3,0,193
"2020-10-22 13:16:14",5,2,0,6
"2020-10-22 13:16:20",5,1,0,4
"2020-10-22 13:16:24",5,3,0,630
"2020-10-22 13:26:54",5,4,0,34
"2020-10-22 13:27:28",5,1,0,44
"2020-10-22 13:28:12",5,2,1,6
"2020-10-22 13:28:18",5,3,1,312
"2020-10-22 13:33:30",5,4,0,34
"2020-10-22 13:34:04",5,1,0,30
"2020-10-22 13:34:34",5,2,1,4
"2020-10-22 13:34:38",5,3,1,314
"2020-10-22 13:39:52",5,4,0,34
"2020-10-22 13:40:26",5,1,0,24
"2020-10-22 13:40:50",5,2,1,5
"2020-10-22 13:40:55",5,3,1,662
"2020-10-22 13:51:57",5,4,0,37
"2020-10-22 13:52:34",5,1,0,29
"2020-10-22 13:53:03",5,2,1,5
"2020-10-22 13:53:08",5,3,1,177
"2020-10-22 13:56:05",5,2,0,5
"2020-10-22 13:56:10",5,1,0,4
"2020-10-22 13:56:14",5,3,0,225
"2020-10-22 13:59:59",5,2,0,5
"2020-10-22 14:00:04",5,1,0,4
"2020-10-22 14:00:08",5,3,0,410
"2020-10-22 14:06:58",5,4,0,36
"2020-10-22 14:07:34",5,1,0,24
"2020-10-22 14:07:58",5,2,1,5
"2020-10-22 14:08:03",5,3,1,6119
"2020-10-22 15:50:02",5,2,1,8
"2020-10-22 15:50:10",5,3,0,636
"2020-10-23 08:00:18",6,3,0,126
"2020-10-23 08:02:24",6,4,0,39
"2020-10-23 08:03:03",6,1,0,42
"2020-10-23 08:03:45",6,2,1,5
"2020-10-23 08:03:50",6,3,1,181
"2020-10-23 08:06:51",6,2,0,8
"2020-10-23 08:06:59",6,1,0,2
"2020-10-23 08:07:01",6,2,0,3
"2020-10-23 08:07:04",6,1,0,2
"2020-10-23 08:07:06",6,2,0,3
"2020-10-23 08:07:09",6,1,0,5
"2020-10-23 08:07:14",6,2,0,4
"2020-10-23 08:07:18",6,1,0,4
"2020-10-23 08:07:22",6,2,0,4
"2020-10-23 08:07:26",6,1,0,3
"2020-10-23 08:07:29",6,2,0,5
"2020-10-23 08:07:34",6,1,0,5
"2020-10-23 08:07:39",6,2,0,10
"2020-10-23 08:07:49",6,1,0,4
"2020-10-23 08:07:53",6,2,0,4
"2020-10-23 08:07:57",6,1,0,4
"2020-10-23 08:08:01",6,3,0,180
"2020-10-23 08:11:01",6,2,0,5
"2020-10-23 08:11:06",6,1,0,5
"2020-10-23 08:11:11",6,2,0,9
"2020-10-23 08:11:20",6,1,0,3
"2020-10-23 08:11:23",6,2,0,6
"2020-10-23 08:11:29",6,1,0,3
"2020-10-23 08:11:32",6,3,0,174
"2020-10-23 08:14:26",6,2,0,15
"2020-10-23 08:14:41",6,1,0,4
"2020-10-23 08:14:45",6,3,0,1456
"2020-10-23 08:39:01",6,1,0,3
"2020-10-23 08:39:04",6,3,0,825
"2020-10-23 08:52:49",6,4,0,34
"2020-10-23 08:53:23",6,1,0,28
"2020-10-23 08:53:51",6,2,1,5
"2020-10-23 08:53:56",6,3,1,322
"2020-10-23 08:59:18",6,2,0,10
"2020-10-23 08:59:28",6,1,0,5
"2020-10-23 08:59:33",6,3,0,1239
"2020-10-23 09:20:12",6,4,0,33
"2020-10-23 09:20:45",6,1,0,33
"2020-10-23 09:21:18",6,2,1,5
"2020-10-23 09:21:23",6,3,1,260
"2020-10-23 09:25:43",6,2,0,64
"2020-10-23 09:26:47",6,1,0,4
"2020-10-23 09:26:51",6,3,0,294
"2020-10-23 09:31:45",6,2,0,7
"2020-10-23 09:31:52",6,1,0,4
"2020-10-23 09:31:56",6,3,0,227
"2020-10-23 09:35:43",6,2,0,1115
"2020-10-23 09:54:18",6,4,0,36
"2020-10-23 09:54:54",6,1,0,14
"2020-10-23 09:55:08",6,2,1,5
"2020-10-23 09:55:13",6,3,1,3291
"2020-10-23 10:50:04",6,4,0,36
"2020-10-23 10:50:40",6,1,0,32
"2020-10-23 10:51:12",6,2,1,5
"2020-10-23 10:51:17",6,3,1,212
"2020-10-23 10:54:49",6,2,0,11
"2020-10-23 10:55:00",6,1,0,5
"2020-10-23 10:55:05",6,2,0,4
"2020-10-23 10:55:09",6,1,0,5
"2020-10-23 10:55:14",6,3,0,257
"2020-10-23 10:59:31",6,2,0,31
"2020-10-23 11:00:02",6,1,0,4
"2020-10-23 11:00:06",6,3,0,2608
"2020-10-23 11:43:34",6,2,0,5
"2020-10-23 11:43:39",6,1,0,5
"2020-10-23 11:43:44",6,2,0,3
"2020-10-23 11:43:47",6,1,0,4
"2020-10-23 11:43:51",6,2,0,7
"2020-10-23 11:43:58",6,1,0,4
"2020-10-23 11:44:02",6,2,0,3
"2020-10-23 11:44:05",6,1,0,5
"2020-10-23 11:44:10",6,2,0,9
"2020-10-23 11:44:19",6,1,0,5
"2020-10-23 11:44:24",6,3,0,190
"2020-10-23 11:47:34",6,2,0,225
"2020-10-23 11:51:19",6,1,0,4
"2020-10-23 11:51:23",6,3,0,452
"2020-10-23 11:58:55",6,4,0,38
"2020-10-23 11:59:33",6,1,0,78
"2020-10-23 12:00:51",6,2,1,5
"2020-10-23 12:00:56",6,3,1,180
"2020-10-23 12:03:56",6,2,0,3
"2020-10-23 12:03:59",6,1,0,5
"2020-10-23 12:04:04",6,2,0,3
"2020-10-23 12:04:07",6,1,0,4
"2020-10-23 12:04:11",6,3,0,589
"2020-10-23 12:14:00",6,4,0,34
"2020-10-23 12:14:34",6,1,0,29
"2020-10-23 12:15:03",6,2,1,5
"2020-10-23 12:15:08",6,3,1,404
"2020-10-23 12:21:53",6,4,0,35
"2020-10-23 12:22:29",6,1,0,79
"2020-10-23 12:23:48",6,2,1,5
"2020-10-23 12:23:53",6,3,1,190
"2020-10-23 12:27:03",6,2,0,699
"2020-10-23 12:38:42",6,4,0,34
"2020-10-23 12:39:16",6,1,0,14
"2020-10-23 12:39:30",6,2,1,5
"2020-10-23 12:39:35",6,3,1,532
"2020-10-23 12:48:27",6,4,0,40
"2020-10-23 12:49:07",6,1,0,47
"2020-10-23 12:49:54",6,2,0,6348
"2020-10-23 14:35:42",6,3,0,673
"2020-10-23 14:46:55",6,2,0,4427
"2020-10-24 08:00:52",7,2,0,9683
"2020-10-24 10:42:15",7,3,0,640
"2020-10-24 10:52:55",7,2,0,1144
"2020-10-24 11:11:59",7,3,0,514
"2020-10-24 11:20:33",7,2,0,4720
"2020-10-24 12:39:13",7,3,0,621
"2020-10-24 12:49:34",7,2,0,11469
"2020-10-25 00:00:40",1,2,0,111710
"2020-10-26 06:02:30",2,3,0,519
"2020-10-26 06:11:09",2,2,0,2009
"2020-10-26 06:44:38",2,3,0,846
"2020-10-26 06:58:44",2,2,0,3873
"2020-10-26 08:04:56",2,2,0,223
"2020-10-26 08:08:39",2,3,0,2616
"2020-10-26 08:52:15",2,4,0,38
"2020-10-26 08:52:53",2,1,0,25
"2020-10-26 08:53:18",2,2,1,5
"2020-10-26 08:53:23",2,3,1,263
"2020-10-26 08:57:46",2,2,0,54
"2020-10-26 08:58:40",2,4,0,34
"2020-10-26 08:59:14",2,1,0,14
"2020-10-26 08:59:28",2,2,1,5
"2020-10-26 08:59:33",2,3,1,205
"2020-10-26 09:02:58",2,2,0,9
"2020-10-26 09:03:07",2,1,0,4
"2020-10-26 09:03:11",2,3,0,296
"2020-10-26 09:08:07",2,4,0,34
"2020-10-26 09:08:41",2,1,0,44
"2020-10-26 09:09:25",2,2,1,5
"2020-10-26 09:09:30",2,3,1,399
"2020-10-26 09:16:09",2,4,0,38
"2020-10-26 09:16:47",2,1,0,28
"2020-10-26 09:17:15",2,2,1,5
"2020-10-26 09:17:20",2,3,1,507
"2020-10-26 09:25:47",2,2,0,6
"2020-10-26 09:25:53",2,1,0,3
"2020-10-26 09:25:56",2,3,0,1475
"2020-10-26 09:50:31",2,2,0,6
"2020-10-26 09:50:37",2,1,0,4
"2020-10-26 09:50:41",2,3,0,300
"2020-10-26 09:55:41",2,2,0,5
"2020-10-26 09:55:46",2,1,0,5
"2020-10-26 09:55:51",2,2,0,3
"2020-10-26 09:55:54",2,1,0,4
"2020-10-26 09:55:58",2,3,0,8736
"2020-10-26 12:21:34",2,4,0,35
"2020-10-26 12:22:09",2,1,0,24
"2020-10-26 12:22:33",2,2,1,5
"2020-10-26 12:22:38",2,3,1,182
"2020-10-26 12:25:40",2,2,0,6
"2020-10-26 12:25:46",2,1,0,8204
"2020-10-26 14:42:30",2,2,0,5
"2020-10-26 14:42:35",2,1,0,5
"2020-10-26 14:42:40",2,2,0,272
"2020-10-26 14:47:12",2,1,0,2
"2020-10-26 14:47:14",2,3,0,69278
"2020-10-27 10:01:52",3,1,0,2
"2020-10-27 10:01:54",3,2,0,2
"2020-10-27 10:01:56",3,1,0,432
"2020-10-27 10:09:08",3,2,0,3120
"2020-10-27 11:01:08",3,1,0,4
"2020-10-27 11:01:12",3,2,0,10
"2020-10-27 11:01:22",3,1,0,10759
"2020-10-27 14:00:41",3,2,0,1144
"2020-10-27 14:19:45",3,1,0,4
"2020-10-27 14:19:49",3,2,0,833
"2020-10-27 14:33:42",3,1,0,2440
"2020-10-27 15:14:22",3,2,1,13
"2020-10-27 15:14:35",3,3,1,1569
"2020-10-27 15:40:44",3,2,0,1215
"2020-10-28 08:00:48",4,2,0,260
"2020-10-28 08:05:08",4,1,0,5
"2020-10-28 08:05:13",4,2,0,14741
"2020-11-12 09:54:55",5,4,0,133
"2020-11-12 09:57:08",5,1,0,40
"2020-11-12 09:57:48",5,2,0,89
"2020-11-12 09:59:17",5,4,0,2738
"2020-11-12 10:44:55",5,1,0,11
"2020-11-12 10:45:06",5,4,0,160
"2020-11-12 10:47:46",5,1,0,45
"2020-11-12 10:48:31",5,2,0,765
"2020-11-12 11:01:16",5,4,0,5
"2020-11-12 11:01:21",5,1,0,12
"2020-11-12 11:01:33",5,4,0,2020
"2020-11-12 11:35:13",5,1,0,16
"2020-11-12 11:35:29",5,2,0,72
"2020-11-12 11:36:41",5,4,0,6
"2020-11-12 11:36:47",5,1,0,17
"2020-11-12 11:37:04",5,2,0,110
"2020-11-12 11:38:54",5,4,0,100
"2020-11-12 11:40:34",5,1,0,16
"2020-11-12 11:40:50",5,2,0,2068
"2020-11-12 12:15:18",5,3,0,608
"2020-11-12 12:25:26",5,4,0,34
"2020-11-12 12:26:00",5,1,0,32
"2020-11-12 12:26:32",5,2,1,5
"2020-11-12 12:26:37",5,3,1,197
"2020-11-12 12:29:54",5,2,0,34
"2020-11-12 12:30:28",5,1,0,4
"2020-11-12 12:30:32",5,3,0,281
"2020-11-12 12:35:13",5,2,0,4
"2020-11-12 12:35:17",5,1,0,5
"2020-11-12 12:35:22",5,3,0,920
"2020-11-12 12:50:42",5,4,0,104
"2020-11-12 12:52:26",5,1,0,71
"2020-11-12 12:53:37",5,2,0,47
"2020-11-12 12:54:24",5,1,0,3
"2020-11-12 12:54:27",5,2,0,68
"2020-11-12 12:55:35",5,1,0,4
"2020-11-12 12:55:39",5,3,0,205
"2020-11-12 12:59:04",5,2,0,10
"2020-11-12 12:59:14",5,1,0,3
"2020-11-12 12:59:17",5,3,0,209
"2020-11-12 13:02:46",5,2,0,207
"2020-11-12 13:06:13",5,4,0,81
"2020-11-12 13:07:34",5,1,0,28
"2020-11-12 13:08:02",5,2,0,468
"2020-11-12 13:15:50",5,1,0,4
"2020-11-12 13:15:54",5,2,0,101
"2020-11-12 13:17:35",5,4,0,2279
"2020-11-12 13:55:34",5,1,0,25
"2020-11-12 13:55:59",5,2,1,5
"2020-11-12 13:56:04",5,3,1,5714
"2020-11-12 15:31:18",5,2,0,1761
"2020-11-13 08:00:45",6,4,0,50
"2020-11-13 08:01:35",6,1,0,31
"2020-11-13 08:02:06",6,2,0,31
"2020-11-13 08:02:37",6,1,0,55
"2020-11-13 08:03:32",6,4,0,41
"2020-11-13 08:04:13",6,1,0,62
"2020-11-13 08:05:15",6,2,0,29
"2020-11-13 08:05:44",6,1,0,46
"2020-11-13 08:06:30",6,4,0,173
"2020-11-13 08:09:23",6,1,0,51
"2020-11-13 08:10:14",6,2,0,6
"2020-11-13 08:10:20",6,1,0,37
"2020-11-13 08:10:57",6,4,0,34
"2020-11-13 08:11:31",6,1,0,47
"2020-11-13 08:12:18",6,2,0,24
"2020-11-13 08:12:42",6,1,0,42
"2020-11-13 08:13:24",6,4,0,440
"2020-11-13 08:20:44",6,1,0,40
"2020-11-13 08:21:24",6,2,0,215
"2020-11-13 08:24:59",6,1,0,31
"2020-11-13 08:25:30",6,4,0,63
"2020-11-13 08:26:33",6,1,0,33
"2020-11-13 08:27:06",6,2,0,19
"2020-11-13 08:27:25",6,1,0,179
"2020-11-13 08:30:24",6,2,0,162
"2020-11-13 08:33:06",6,4,0,2464
"2020-11-13 09:14:10",6,1,0,30
"2020-11-13 09:14:40",6,2,0,45
"2020-11-13 09:15:25",6,1,0,38
"2020-11-13 09:16:03",6,4,0,31
"2020-11-13 09:16:34",6,1,0,47
"2020-11-13 09:17:21",6,2,0,12
"2020-11-13 09:17:33",6,1,0,36
"2020-11-13 09:18:09",6,4,0,35
"2020-11-13 09:18:44",6,1,0,46
"2020-11-13 09:19:30",6,2,0,32
"2020-11-13 09:20:02",6,1,0,37
"2020-11-13 09:20:39",6,4,0,95
"2020-11-13 09:22:14",6,1,0,48
"2020-11-13 09:23:02",6,2,0,775
"2020-11-13 09:35:57",6,4,0,1033
"2020-11-13 09:53:10",6,1,0,35
"2020-11-13 09:53:45",6,2,0,576
"2020-11-13 10:03:21",6,4,0,34
"2020-11-13 10:03:55",6,1,0,27
"2020-11-13 10:04:22",6,2,0,170
"2020-11-13 10:07:12",6,1,0,180
"2020-11-13 10:10:12",6,2,0,386
"2020-11-13 10:16:38",6,1,0,79
"2020-11-13 10:17:57",6,4,0,80
"2020-11-13 10:19:17",6,1,0,79
"2020-11-13 10:20:36",6,2,0,61
"2020-11-13 10:21:37",6,1,0,177
"2020-11-13 10:24:34",6,2,0,27
"2020-11-13 10:25:01",6,1,0,30
"2020-11-13 10:25:31",6,4,0,88
"2020-11-13 10:26:59",6,1,0,33
"2020-11-13 10:27:32",6,2,0,6392
"2020-11-13 12:14:04",6,4,0,3
"2020-11-13 12:14:07",6,1,0,27
"2020-11-13 12:14:34",6,2,0,899
"2020-11-13 12:29:33",6,4,0,37
"2020-11-13 12:30:10",6,1,0,16
"2020-11-13 12:30:26",6,2,0,9520
"2020-11-13 15:09:06",6,3,0,463
"2020-11-13 15:16:49",6,2,0,542
"2020-11-13 15:25:51",6,3,0,702
"2020-11-13 15:37:33",6,2,1,28
"2020-11-13 15:38:01",6,3,1,664
"2020-11-13 15:49:05",6,2,0,668
"2020-11-14 08:00:54",7,2,0,12205
"2020-11-14 11:24:19",7,3,0,1041
"2020-11-14 11:41:40",7,2,0,1556
"2020-11-14 12:07:36",7,3,0,1400
"2020-11-14 12:30:56",7,2,1,42
"2020-11-14 12:31:38",7,3,1,686
"2020-11-14 12:43:04",7,2,0,83
"2020-11-14 12:44:27",7,3,0,701
"2020-11-14 12:56:08",7,2,1,18
"2020-11-14 12:56:26",7,3,1,666
"2020-11-14 13:07:32",7,2,0,1679
"2020-11-14 13:35:31",7,3,0,914
"2020-11-14 13:50:45",7,2,1,23
"2020-11-14 13:51:08",7,3,1,785
"2020-11-14 14:04:13",7,2,0,2145
"2020-11-14 14:39:58",7,3,0,805
"2020-11-14 14:53:23",7,2,0,4006
"2020-11-15 00:00:05",1,2,0,25546
"2020-11-15 07:05:51",1,3,0,926
"2020-11-15 07:21:17",1,2,0,16034
"2020-11-15 11:48:31",1,3,0,672
"2020-11-15 11:59:43",1,2,0,75781
"2020-11-16 09:02:44",2,3,0,645
"2020-11-16 09:13:29",2,2,0,2052
"2020-11-16 09:47:41",2,4,0,35
"2020-11-16 09:48:16",2,1,0,17
"2020-11-16 09:48:33",2,2,0,568
"2020-11-16 09:58:01",2,4,0,77
"2020-11-16 09:59:18",2,1,0,20
"2020-11-16 09:59:38",2,2,0,151
"2020-11-16 10:02:09",2,1,0,9
"2020-11-16 10:02:18",2,2,0,46
"2020-11-16 10:03:04",2,4,0,361
"2020-11-16 10:09:05",2,1,0,23
"2020-11-16 10:09:28",2,2,0,70
"2020-11-16 10:10:38",2,4,0,65
"2020-11-16 10:11:43",2,1,0,24
"2020-11-16 10:12:07",2,2,0,51
"2020-11-16 10:12:58",2,4,0,1874
"2020-11-16 10:44:12",2,1,0,31
"2020-11-16 10:44:43",2,2,0,82
"2020-11-16 10:46:05",2,4,0,576
"2020-11-16 10:55:41",2,1,0,25
"2020-11-16 10:56:06",2,2,0,74
"2020-11-16 10:57:20",2,4,0,2080
"2020-11-16 11:32:00",2,1,0,25
"2020-11-16 11:32:25",2,2,1,29
"2020-11-16 11:32:54",2,3,1,98
"2020-11-16 11:34:32",2,4,0,4210
"2020-11-16 12:44:42",2,1,0,35
"2020-11-16 12:45:17",2,2,0,199
"2020-11-16 12:48:36",2,4,0,75
"2020-11-16 12:49:51",2,1,0,23
"2020-11-16 12:50:14",2,2,0,53
"2020-11-16 12:51:07",2,4,0,156
"2020-11-16 12:53:43",2,1,0,32
"2020-11-16 12:54:15",2,2,0,384
"2020-11-16 13:00:39",2,4,0,86
"2020-11-16 13:02:05",2,1,0,24
"2020-11-16 13:02:29",2,4,0,280
"2020-11-16 13:07:09",2,1,0,22
"2020-11-16 13:07:31",2,2,0,146
"2020-11-16 13:09:57",2,1,0,22
"2020-11-16 13:10:20",2,2,0,2
"2020-11-16 13:10:22",2,4,0,69
"2020-11-16 13:11:31",2,1,0,23
"2020-11-16 13:11:54",2,4,0,47
"2020-11-16 13:12:41",2,1,0,21
"2020-11-16 13:13:02",2,4,0,93
"2020-11-16 13:14:35",2,1,0,19
"2020-11-16 13:14:54",2,2,0,6857
"2020-11-16 15:09:11",2,3,0,725
"2020-11-16 15:21:16",2,2,0,4450
"2020-11-16 16:35:26",2,3,0,456
"2020-11-16 16:43:02",2,2,0,935
"2020-11-16 16:58:37",2,3,0,850
"2020-11-16 17:12:47",2,2,0,15574
"2020-11-16 21:32:21",2,3,0,677
"2020-11-16 21:43:38",2,2,0,8188
"2020-11-17 08:00:32",3,2,0,939
"2020-11-17 08:16:11",3,1,0,5
"2020-11-17 08:16:16",3,2,0,2149
"2020-11-17 08:52:05",3,4,0,37
"2020-11-17 08:52:42",3,1,0,18
"2020-11-17 08:53:00",3,2,0,237
"2020-11-17 08:56:57",3,1,0,8
"2020-11-17 08:57:05",3,2,0,4
"2020-11-17 08:57:09",3,1,0,7
"2020-11-17 08:57:16",3,2,0,3
"2020-11-17 08:57:19",3,1,0,5
"2020-11-17 08:57:24",3,2,0,3
"2020-11-17 08:57:27",3,4,0,116
"2020-11-17 08:59:23",3,1,0,15
"2020-11-17 08:59:38",3,4,0,84
"2020-11-17 09:01:02",3,1,0,14
"2020-11-17 09:01:16",3,4,0,1170
"2020-11-17 09:20:46",3,1,0,32
"2020-11-17 09:21:18",3,2,0,455
"2020-11-17 09:28:53",3,1,0,5
"2020-11-17 09:28:58",3,2,0,47
"2020-11-17 09:29:45",3,4,0,76
"2020-11-17 09:31:01",3,1,0,19
"2020-11-17 09:31:20",3,2,0,71
"2020-11-17 09:32:31",3,4,0,117
"2020-11-17 09:34:28",3,1,0,27
"2020-11-17 09:34:55",3,2,0,142
"2020-11-17 09:37:17",3,4,0,67
"2020-11-17 09:38:24",3,1,0,22
"2020-11-17 09:38:46",3,4,0,83
"2020-11-17 09:40:09",3,1,0,19
"2020-11-17 09:40:28",3,2,0,39
"2020-11-17 09:41:07",3,4,0,60
"2020-11-17 09:42:07",3,1,0,21
"2020-11-17 09:42:28",3,4,0,50
"2020-11-17 09:43:18",3,1,0,20
"2020-11-17 09:43:38",3,2,0,70
"2020-11-17 09:44:48",3,4,0,118
"2020-11-17 09:46:46",3,1,0,25
"2020-11-17 09:47:11",3,2,0,14660
"2020-11-17 13:51:31",3,4,0,3647
"2020-11-17 14:52:18",3,1,0,20
"2020-11-17 14:52:38",3,2,0,4068
"2020-11-18 08:00:15",4,2,0,1351
"2020-11-18 08:22:46",4,1,0,12
"2020-11-18 08:22:58",4,2,0,5
"2020-11-18 08:23:03",4,1,0,5
"2020-11-18 08:23:08",4,2,0,329
"2020-11-18 08:28:37",4,4,0,10118
"2020-11-18 11:17:15",4,1,0,35
"2020-11-18 11:17:50",4,2,0,254
"2020-11-18 11:22:04",4,3,0,484
"2020-11-18 11:30:08",4,4,0,335
"2020-11-18 11:35:43",4,1,0,9
